"No.","Time","Source","Destination","Protocol","Length","Info"
"1549","37.245038","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=587553 Ack=90882 Win=78464 Len=0 TSval=540489 TSecr=2990315138"
"1550","37.252807","10.0.0.169","216.58.193.170","TLSv1.2","127","Application Data"
"1551","37.253197","10.0.0.169","216.58.193.170","TLSv1.2","1424","Application Data"
"1552","37.265862","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=587553 Ack=90882 Win=78464 Len=1418 TSval=540491 TSecr=2990315138 [TCP segment of a reassembled PDU]"
"1553","37.266388","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=588971 Ack=90882 Win=78464 Len=1418 TSval=540491 TSecr=2990315138 [TCP segment of a reassembled PDU]"
"1554","37.266500","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"1555","37.267139","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=590436 Ack=90882 Win=78464 Len=1418 TSval=540491 TSecr=2990315138 [TCP segment of a reassembled PDU]"
"1556","37.267246","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=591854 Ack=90882 Win=78464 Len=1418 TSval=540491 TSecr=2990315138 [TCP segment of a reassembled PDU]"
"1557","37.267344","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"1558","37.267671","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=593319 Ack=90882 Win=78464 Len=1418 TSval=540491 TSecr=2990315138 [TCP segment of a reassembled PDU]"
"1559","37.276246","216.58.193.170","10.0.0.169","TCP","66","443  >  46792 [ACK] Seq=2523 Ack=15314 Win=426 Len=0 TSval=3454842396 TSecr=540489"
"1560","37.282026","216.58.193.170","10.0.0.169","TCP","66","443  >  46792 [ACK] Seq=2523 Ack=16672 Win=436 Len=0 TSval=3454842401 TSecr=540489"
"1561","37.286609","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=90882 Ack=590436 Win=268800 Len=0 TSval=2990315185 TSecr=540491"
"1562","37.287949","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=90882 Ack=594737 Win=264704 Len=0 TSval=2990315186 TSecr=540491"
"1563","37.289344","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=594737 Ack=90882 Win=78464 Len=1418 TSval=540493 TSecr=2990315185 [TCP segment of a reassembled PDU]"
"1564","37.289560","10.0.0.169","74.125.196.99","TLSv1.3","146","Application Data, Application Data"
"1565","37.293902","216.58.193.170","10.0.0.169","TLSv1.2","131","Application Data"
"1566","37.294120","216.58.193.170","10.0.0.169","TLSv1.2","264","Application Data"
"1567","37.294123","216.58.193.170","10.0.0.169","TLSv1.2","296","Application Data"
"1568","37.294125","216.58.193.170","10.0.0.169","TLSv1.2","105","Application Data"
"1569","37.297638","10.0.0.169","216.58.193.170","TCP","66","46792  >  443 [ACK] Seq=16672 Ack=3055 Win=661 Len=0 TSval=540494 TSecr=3454842415"
"1570","37.306024","10.0.0.169","216.58.193.170","TLSv1.2","105","Application Data"
"1571","37.309358","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=90882 Ack=596235 Win=265472 Len=0 TSval=2990315207 TSecr=540493"
"1572","37.328554","216.58.193.170","10.0.0.169","TCP","66","443  >  46792 [ACK] Seq=3055 Ack=16711 Win=436 Len=0 TSval=3454842450 TSecr=540494"
"1573","37.388259","10.0.0.169","74.125.196.99","TLSv1.3","854","Application Data"
"1574","37.412583","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=90882 Ack=597023 Win=268800 Len=0 TSval=2990315311 TSecr=540503"
"1575","37.438242","74.125.196.99","10.0.0.169","TLSv1.3","159","Application Data"
"1576","37.438469","74.125.196.99","10.0.0.169","TLSv1.3","120","Application Data"
"1577","37.440052","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=597023 Ack=91029 Win=78464 Len=0 TSval=540508 TSecr=2990315336"
"1578","37.443057","74.125.196.99","10.0.0.169","TLSv1.3","142","Application Data"
"1579","37.443221","74.125.196.99","10.0.0.169","TLSv1.3","113","Application Data"
"1580","37.445490","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=597023 Ack=91152 Win=78464 Len=0 TSval=540509 TSecr=2990315341"
"1581","37.523129","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=597023 Ack=91152 Win=78464 Len=1418 TSval=540516 TSecr=2990315341 [TCP segment of a reassembled PDU]"
"1582","37.523520","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=598441 Ack=91152 Win=78464 Len=1418 TSval=540516 TSecr=2990315341 [TCP segment of a reassembled PDU]"
"1583","37.523609","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"1584","37.523896","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=599906 Ack=91152 Win=78464 Len=1418 TSval=540516 TSecr=2990315341 [TCP segment of a reassembled PDU]"
"1585","37.524210","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=601324 Ack=91152 Win=78464 Len=1418 TSval=540516 TSecr=2990315341 [TCP segment of a reassembled PDU]"
"1586","37.524296","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"1587","37.524568","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=602789 Ack=91152 Win=78464 Len=1418 TSval=540516 TSecr=2990315341 [TCP segment of a reassembled PDU]"
"1588","37.542617","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=91152 Ack=599906 Win=268800 Len=0 TSval=2990315441 TSecr=540516"
"1589","37.544811","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=604207 Ack=91152 Win=78464 Len=1418 TSval=540519 TSecr=2990315441 [TCP segment of a reassembled PDU]"
"1590","37.545016","10.0.0.169","74.125.196.99","TLSv1.3","146","Application Data, Application Data"
"1591","37.548397","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=91152 Ack=601324 Win=268800 Len=0 TSval=2990315446 TSecr=540516"
"1592","37.548949","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=91152 Ack=602789 Win=268800 Len=0 TSval=2990315447 TSecr=540516"
"1593","37.554422","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=91152 Ack=604207 Win=268800 Len=0 TSval=2990315452 TSecr=540516"
"1594","37.564648","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=91152 Ack=605705 Win=267520 Len=0 TSval=2990315463 TSecr=540519"
"1595","37.642847","10.0.0.169","74.125.196.99","TLSv1.3","370","Application Data"
"1596","37.663693","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=91152 Ack=606009 Win=268800 Len=0 TSval=2990315562 TSecr=540528"
"1597","37.712290","74.125.196.99","10.0.0.169","TLSv1.3","366","Application Data"
"1598","37.712602","74.125.196.99","10.0.0.169","TLSv1.3","108","Application Data"
"1599","37.721304","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=606009 Ack=91494 Win=78464 Len=0 TSval=540536 TSecr=2990315610"
"1600","37.783888","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=606009 Ack=91494 Win=78464 Len=1418 TSval=540542 TSecr=2990315610 [TCP segment of a reassembled PDU]"
"1601","37.784521","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=607427 Ack=91494 Win=78464 Len=1418 TSval=540542 TSecr=2990315610 [TCP segment of a reassembled PDU]"
"1602","37.784611","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"1603","37.785038","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=608892 Ack=91494 Win=78464 Len=1418 TSval=540542 TSecr=2990315610 [TCP segment of a reassembled PDU]"
"1604","37.785130","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=610310 Ack=91494 Win=78464 Len=1418 TSval=540542 TSecr=2990315610 [TCP segment of a reassembled PDU]"
"1605","37.785248","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"1606","37.785543","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=611775 Ack=91494 Win=78464 Len=1418 TSval=540542 TSecr=2990315610 [TCP segment of a reassembled PDU]"
"1607","37.806492","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=91494 Ack=607427 Win=268800 Len=0 TSval=2990315705 TSecr=540542"
"1608","37.808143","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=613193 Ack=91494 Win=78464 Len=1418 TSval=540545 TSecr=2990315705 [TCP segment of a reassembled PDU]"
"1609","37.808372","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=91494 Ack=608892 Win=268800 Len=0 TSval=2990315706 TSecr=540542"
"1610","37.809370","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=91494 Ack=611775 Win=268800 Len=0 TSval=2990315707 TSecr=540542"
"1611","37.809743","10.0.0.169","74.125.196.99","TLSv1.3","146","Application Data, Application Data"
"1612","37.814394","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=91494 Ack=613193 Win=268800 Len=0 TSval=2990315712 TSecr=540542"
"1613","37.830625","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=91494 Ack=614691 Win=267520 Len=0 TSval=2990315729 TSecr=540545"
"1614","37.899461","10.0.0.169","74.125.196.99","TLSv1.3","533","Application Data"
"1615","37.919820","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=91494 Ack=615158 Win=268800 Len=0 TSval=2990315818 TSecr=540554"
"1616","37.939986","74.125.196.99","10.0.0.169","TLSv1.3","128","Application Data"
"1617","37.940927","74.125.196.99","10.0.0.169","TLSv1.3","144","Application Data"
"1618","37.940929","74.125.196.99","10.0.0.169","TLSv1.3","112","Application Data"
"1619","37.941123","74.125.196.99","10.0.0.169","TLSv1.3","125","Application Data"
"1620","37.944517","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=615158 Ack=91680 Win=78464 Len=0 TSval=540559 TSecr=2990315838"
"1621","37.972526","74.125.196.99","10.0.0.169","TLSv1.3","291","Application Data"
"1622","37.974095","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=615158 Ack=91964 Win=78464 Len=0 TSval=540562 TSecr=2990315839"
"1623","37.974381","74.125.196.99","10.0.0.169","TLSv1.3","125","Application Data"
"1624","37.980248","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=615158 Ack=92023 Win=78464 Len=1418 TSval=540562 TSecr=2990315872 [TCP segment of a reassembled PDU]"
"1625","37.980703","74.125.196.99","10.0.0.169","TLSv1.3","120","Application Data"
"1626","37.982204","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=616576 Ack=92023 Win=78464 Len=1418 TSval=540562 TSecr=2990315872 [TCP segment of a reassembled PDU]"
"1627","37.982547","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"1628","37.982881","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=618041 Ack=92023 Win=78464 Len=1418 TSval=540562 TSecr=2990315872 [TCP segment of a reassembled PDU]"
"1629","37.983019","10.0.0.169","74.125.196.99","TLSv1.3","106","Application Data"
"1630","37.983362","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=619499 Ack=92023 Win=78464 Len=1418 TSval=540562 TSecr=2990315872 [TCP segment of a reassembled PDU]"
"1631","37.984754","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=620917 Ack=92023 Win=78464 Len=1418 TSval=540562 TSecr=2990315872 [TCP segment of a reassembled PDU]"
"1632","38.001721","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=92077 Ack=619459 Win=264704 Len=0 TSval=2990315899 TSecr=540562"
"1633","38.003286","10.0.0.169","74.125.196.99","TLSv1.3","959","Application Data, Application Data, Application Data"
"1634","38.008629","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=92077 Ack=620917 Win=267520 Len=0 TSval=2990315907 TSecr=540562"
"1635","38.014406","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=92077 Ack=622335 Win=268800 Len=0 TSval=2990315912 TSecr=540562"
"1636","38.022584","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=92077 Ack=623228 Win=268800 Len=0 TSval=2990315921 TSecr=540564"
"1637","38.980887","74.125.196.99","10.0.0.169","TLSv1.3","120","Application Data"
"1638","39.013872","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=623228 Ack=92131 Win=78464 Len=0 TSval=540666 TSecr=2990316879"
"1639","39.824759","74.125.196.99","10.0.0.169","TLSv1.3","114","Application Data"
"1640","39.828870","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=623228 Ack=92179 Win=78464 Len=0 TSval=540747 TSecr=2990317723"
"1641","39.976767","74.125.196.99","10.0.0.169","TLSv1.3","1484","Application Data"
"1642","39.976770","74.125.196.99","10.0.0.169","TLSv1.3","344","Application Data"
"1643","39.977110","74.125.196.99","10.0.0.169","TLSv1.3","1484","Application Data"
"1644","39.977329","74.125.196.99","10.0.0.169","TLSv1.3","319","Application Data"
"1645","39.977738","74.125.196.99","10.0.0.169","TLSv1.3","1484","Application Data"
"1646","39.978038","74.125.196.99","10.0.0.169","TLSv1.3","319","Application Data"
"1647","39.978413","74.125.196.99","10.0.0.169","TLSv1.3","1484","Application Data"
"1648","39.978415","74.125.196.99","10.0.0.169","TLSv1.3","1484","Application Data"
"1649","39.979505","74.125.196.99","10.0.0.169","TLSv1.3","1484","Application Data, Application Data"
"1650","39.979507","74.125.196.99","10.0.0.169","TLSv1.3","1484","Application Data, Application Data"
"1651","39.980383","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=623228 Ack=93597 Win=77568 Len=0 TSval=540762 TSecr=2990317874"
"1652","39.980585","74.125.196.99","10.0.0.169","TLSv1.3","1484","Application Data, Application Data"
"1653","39.980587","74.125.196.99","10.0.0.169","TLSv1.3","1484","Application Data, Application Data"
"1654","39.981401","74.125.196.99","10.0.0.169","TLSv1.3","385","Application Data, Application Data"
"1655","39.981403","74.125.196.99","10.0.0.169","TLSv1.3","120","Application Data"
"1656","39.981771","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=623228 Ack=93875 Win=78464 Len=0 TSval=540762 TSecr=2990317875"
"1657","39.988678","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=623228 Ack=95546 Win=77568 Len=0 TSval=540762 TSecr=2990317875"
"1658","39.989106","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=623228 Ack=96964 Win=77568 Len=0 TSval=540762 TSecr=2990317875"
"1659","39.989187","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=623228 Ack=98635 Win=77568 Len=0 TSval=540762 TSecr=2990317876"
"1660","39.989264","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=623228 Ack=100053 Win=77568 Len=0 TSval=540762 TSecr=2990317876"
"1661","39.989456","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=623228 Ack=101471 Win=77568 Len=0 TSval=540763 TSecr=2990317877"
"1662","39.992681","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=623228 Ack=102889 Win=77568 Len=0 TSval=540763 TSecr=2990317877"
"1663","39.992884","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=623228 Ack=106098 Win=77568 Len=0 TSval=540763 TSecr=2990317879"
"1664","40.087018","74.125.196.99","10.0.0.169","TLSv1.3","1484","Application Data"
"1665","40.087020","74.125.196.99","10.0.0.169","TLSv1.3","119","Application Data"
"1666","40.087327","74.125.196.99","10.0.0.169","TLSv1.3","106","Application Data"
"1667","40.087912","74.125.196.99","10.0.0.169","TLSv1.3","108","Application Data"
"1668","40.088396","74.125.196.99","10.0.0.169","TLSv1.3","287","Application Data"
"1669","40.088398","74.125.196.99","10.0.0.169","TLSv1.3","98","Application Data"
"1670","40.088664","74.125.196.99","10.0.0.169","TLSv1.3","97","Application Data"
"1671","40.088668","74.125.196.99","10.0.0.169","TLSv1.3","105","Application Data"
"1672","40.088670","74.125.196.99","10.0.0.169","TLSv1.3","97","Application Data"
"1673","40.089545","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=623228 Ack=107516 Win=77568 Len=0 TSval=540773 TSecr=2990317985"
"1674","40.090052","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=623228 Ack=107609 Win=78464 Len=0 TSval=540773 TSecr=2990317985"
"1675","40.090408","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=623228 Ack=107651 Win=78464 Len=0 TSval=540773 TSecr=2990317986"
"1676","40.090604","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=623228 Ack=107872 Win=78464 Len=0 TSval=540773 TSecr=2990317986"
"1677","40.094883","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=623228 Ack=108005 Win=78464 Len=0 TSval=540773 TSecr=2990317986"
"1678","40.111331","10.0.0.169","74.125.196.99","TLSv1.3","105","Application Data"
"1679","40.136474","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=108005 Ack=623267 Win=268800 Len=0 TSval=2990318035 TSecr=540775"
"1680","40.336520","10.0.0.169","64.233.185.94","HTTP","359","[TCP Previous segment not captured] HEAD /generate_204 HTTP/1.1 "
"1681","40.362150","64.233.185.94","10.0.0.169","HTTP","149","[TCP ACKed unseen segment] HTTP/1.1 204 No Content "
"1682","40.363769","10.0.0.169","64.233.185.94","TCP","66","54039  >  80 [ACK] Seq=295 Ack=84 Win=229 Len=0 TSval=540801 TSecr=4137696484"
"1683","41.157446","74.125.21.190","10.0.0.169","TLSv1.2","118","Application Data"
"1684","41.158541","74.125.21.190","10.0.0.169","TLSv1.2","97","Application Data"
"1685","41.159204","10.0.0.169","74.125.21.190","TCP","66","37880  >  443 [ACK] Seq=1 Ack=105 Win=661 Len=0 TSval=540880 TSecr=1156716902"
"1686","41.159596","74.125.21.190","10.0.0.169","TLSv1.2","105","Application Data"
"1687","41.163329","10.0.0.169","74.125.21.190","TCP","66","37880  >  443 [ACK] Seq=1 Ack=175 Win=661 Len=0 TSval=540880 TSecr=1156716902"
"1688","41.164793","10.0.0.169","74.125.21.190","TLSv1.2","105","Application Data"
"1689","41.187738","74.125.21.190","10.0.0.169","TCP","66","443  >  37880 [ACK] Seq=175 Ack=40 Win=466 Len=0 TSval=1156716933 TSecr=540881"
"1690","41.191102","10.0.0.169","74.125.21.190","TCP","1484","37880  >  443 [ACK] Seq=40 Ack=175 Win=661 Len=1418 TSval=540883 TSecr=1156716933 [TCP segment of a reassembled PDU]"
"1691","41.191379","10.0.0.169","74.125.21.190","TCP","1484","37880  >  443 [ACK] Seq=1458 Ack=175 Win=661 Len=1418 TSval=540883 TSecr=1156716933 [TCP segment of a reassembled PDU]"
"1692","41.192776","10.0.0.169","74.125.21.190","TLSv1.2","1099","Application Data"
"1693","41.218268","74.125.21.190","10.0.0.169","TCP","66","443  >  37880 [ACK] Seq=175 Ack=1458 Win=477 Len=0 TSval=1156716965 TSecr=540883"
"1694","41.218919","74.125.21.190","10.0.0.169","TCP","66","443  >  37880 [ACK] Seq=175 Ack=2876 Win=488 Len=0 TSval=1156716966 TSecr=540883"
"1695","41.219065","74.125.21.190","10.0.0.169","TCP","66","443  >  37880 [ACK] Seq=175 Ack=3909 Win=499 Len=0 TSval=1156716966 TSecr=540883"
"1696","41.223044","74.125.21.190","10.0.0.169","TLSv1.2","131","Application Data"
"1697","41.223153","74.125.21.190","10.0.0.169","TLSv1.2","118","Application Data"
"1698","41.227770","10.0.0.169","74.125.21.190","TCP","66","37880  >  443 [ACK] Seq=3909 Ack=292 Win=661 Len=0 TSval=540887 TSecr=1156716970"
"1699","43.405337","10.0.0.169","108.177.122.113","TLSv1.3","166","Application Data"
"1700","43.405848","10.0.0.169","108.177.122.113","TLSv1.3","647","Application Data"
"1701","43.427305","108.177.122.113","10.0.0.169","TCP","66","443  >  33156 [ACK] Seq=2331 Ack=3262 Win=68352 Len=0 TSval=3169686155 TSecr=541105"
"1702","43.429765","10.0.0.169","216.58.193.170","TLSv1.2","127","Application Data"
"1703","43.430454","10.0.0.169","216.58.193.170","TCP","1434","46792  >  443 [ACK] Seq=16772 Ack=3055 Win=661 Len=1368 TSval=541107 TSecr=3454842450 [TCP segment of a reassembled PDU]"
"1704","43.430875","10.0.0.169","216.58.193.170","TCP","1434","46792  >  443 [ACK] Seq=18140 Ack=3055 Win=661 Len=1368 TSval=541107 TSecr=3454842450 [TCP segment of a reassembled PDU]"
"1705","43.432526","10.0.0.169","216.58.193.170","TLSv1.2","213","Application Data"
"1706","43.432612","10.0.0.169","216.58.193.170","TCP","1434","46792  >  443 [ACK] Seq=19655 Ack=3055 Win=661 Len=1368 TSval=541107 TSecr=3454842450 [TCP segment of a reassembled PDU]"
"1707","43.432700","10.0.0.169","216.58.193.170","TLSv1.2","586","Application Data"
"1708","43.437923","108.177.122.113","10.0.0.169","TCP","66","443  >  33156 [ACK] Seq=2331 Ack=3843 Win=69632 Len=0 TSval=3169686161 TSecr=541105"
"1709","43.437926","108.177.122.113","10.0.0.169","TLSv1.3","132","Application Data"
"1710","43.437929","108.177.122.113","10.0.0.169","TLSv1.3","333","Application Data"
"1711","43.437931","108.177.122.113","10.0.0.169","TLSv1.3","131","Application Data"
"1712","43.437934","108.177.122.113","10.0.0.169","TLSv1.3","105","Application Data"
"1713","43.441466","10.0.0.169","108.177.122.113","TCP","66","33156  >  443 [ACK] Seq=3843 Ack=2768 Win=23808 Len=0 TSval=541108 TSecr=3169686165"
"1714","43.450959","10.0.0.169","108.177.122.113","TLSv1.3","105","Application Data"
"1715","43.451470","216.58.193.170","10.0.0.169","TCP","66","443  >  46792 [ACK] Seq=3055 Ack=16772 Win=436 Len=0 TSval=3454848571 TSecr=541107"
"1716","43.457135","216.58.193.170","10.0.0.169","TCP","66","443  >  46792 [ACK] Seq=3055 Ack=18140 Win=447 Len=0 TSval=3454848577 TSecr=541107"
"1717","43.457138","216.58.193.170","10.0.0.169","TCP","66","443  >  46792 [ACK] Seq=3055 Ack=19508 Win=458 Len=0 TSval=3454848577 TSecr=541107"
"1718","43.457141","216.58.193.170","10.0.0.169","TCP","66","443  >  46792 [ACK] Seq=3055 Ack=19655 Win=468 Len=0 TSval=3454848577 TSecr=541107"
"1719","43.457143","216.58.193.170","10.0.0.169","TCP","66","443  >  46792 [ACK] Seq=3055 Ack=21023 Win=479 Len=0 TSval=3454848578 TSecr=541107"
"1720","43.457145","216.58.193.170","10.0.0.169","TCP","66","443  >  46792 [ACK] Seq=3055 Ack=21543 Win=490 Len=0 TSval=3454848578 TSecr=541107"
"1721","43.474657","108.177.122.113","10.0.0.169","TCP","66","443  >  33156 [ACK] Seq=2768 Ack=3882 Win=69632 Len=0 TSval=3169686204 TSecr=541109"
"1722","43.476198","216.58.193.170","10.0.0.169","TLSv1.2","131","Application Data"
"1723","43.476202","216.58.193.170","10.0.0.169","TLSv1.2","322","Application Data"
"1724","43.476204","216.58.193.170","10.0.0.169","TLSv1.2","255","Application Data"
"1725","43.476206","216.58.193.170","10.0.0.169","TLSv1.2","105","Application Data"
"1726","43.520981","10.0.0.169","216.58.193.170","TCP","78","[TCP Dup ACK 1569#1] 46792  >  443 [ACK] Seq=21543 Ack=3055 Win=661 Len=0 TSval=541116 TSecr=3454848578 SLE=3376 SRE=3565"
"1727","43.521248","10.0.0.169","216.58.193.170","TCP","78","[TCP Dup ACK 1569#2] 46792  >  443 [ACK] Seq=21543 Ack=3055 Win=661 Len=0 TSval=541116 TSecr=3454848578 SLE=3376 SRE=3604"
"1728","43.534104","216.58.193.170","10.0.0.169","TCP","105","[TCP Retransmission] 443  >  46792 [PSH, ACK] Seq=3565 Ack=21543 Win=490 Len=39 TSval=3454848656 TSecr=541107"
"1729","43.535528","10.0.0.169","216.58.193.170","TCP","86","[TCP Dup ACK 1569#3] 46792  >  443 [ACK] Seq=21543 Ack=3055 Win=661 Len=0 TSval=541118 TSecr=3454848578 SLE=3565 SRE=3604 SLE=3376 SRE=3604"
"1730","43.547680","216.58.193.170","10.0.0.169","TLSv1.2","387","[TCP Fast Retransmission] , Application Data, Application Data"
"1731","43.552565","10.0.0.169","216.58.193.170","TCP","66","46792  >  443 [ACK] Seq=21543 Ack=3604 Win=661 Len=0 TSval=541119 TSecr=3454848669"
"1732","43.556681","10.0.0.169","216.58.193.170","TLSv1.2","105","Application Data"
"1733","43.581586","216.58.193.170","10.0.0.169","TCP","66","443  >  46792 [ACK] Seq=3604 Ack=21582 Win=490 Len=0 TSval=3454848703 TSecr=541120"
"1734","43.674564","10.0.0.169","108.177.122.113","TLSv1.3","105","[TCP Spurious Retransmission] , Application Data"
"1735","43.693877","108.177.122.113","10.0.0.169","TCP","78","[TCP Dup ACK 1721#1] 443  >  33156 [ACK] Seq=2768 Ack=3882 Win=69632 Len=0 TSval=3169686423 TSecr=541132 SLE=3843 SRE=3882"
"1736","45.000137","74.125.138.95","10.0.0.169","TLSv1.2","111","Application Data"
"1737","45.002090","10.0.0.169","74.125.138.95","TCP","66","58031  >  443 [ACK] Seq=1 Ack=181 Win=406 Len=0 TSval=541264 TSecr=1926056217"
"1738","45.900315","10.0.0.169","74.125.196.99","TLSv1.3","160","Application Data"
"1739","45.907911","10.0.0.169","74.125.196.99","TLSv1.3","163","Application Data"
"1740","45.928742","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=108005 Ack=623361 Win=268800 Len=0 TSval=2990323823 TSecr=541354"
"1741","45.932529","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=108005 Ack=623458 Win=268800 Len=0 TSval=2990323829 TSecr=541355"
"1742","45.938642","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=623458 Ack=108005 Win=78464 Len=1418 TSval=541358 TSecr=2990323829 [TCP segment of a reassembled PDU]"
"1743","45.939424","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=624876 Ack=108005 Win=78464 Len=1418 TSval=541358 TSecr=2990323829 [TCP segment of a reassembled PDU]"
"1744","45.939628","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"1745","45.940493","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=626341 Ack=108005 Win=78464 Len=1418 TSval=541358 TSecr=2990323829 [TCP segment of a reassembled PDU]"
"1746","45.940587","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=627759 Ack=108005 Win=78464 Len=1418 TSval=541358 TSecr=2990323829 [TCP segment of a reassembled PDU]"
"1747","45.940659","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"1748","45.941204","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=629224 Ack=108005 Win=78464 Len=1418 TSval=541358 TSecr=2990323829 [TCP segment of a reassembled PDU]"
